audit_id,relation,predicate_label,predicate_family,rgb_pair_crop_path,geometry_projection_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,decision_basis,notes,reviewer_id,reviewed_at
PV-0239,bedside table --supported by--> floor,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0239.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0239.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0240,wall --lower than--> trash can,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0240.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0240.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0241,floor --lower than--> pillow,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0241.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0241.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0242,object --higher than--> couch,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0242.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0242.ply,physically_valid,medium,geometry_supports_relation,true,evidence_only_visual_adjudication,the subject object is visibly above the couch across vertical projections,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0243,wall --close by--> floor,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0243.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0243.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0244,door --close by--> cabinet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0244.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0244.ply,physically_invalid,medium,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0245,floor --lower than--> bath cabinet,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0245.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0245.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0246,vase --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0246.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0246.ply,physically_invalid,medium,contact_or_support_missing,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0247,wall --higher than--> wall,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0247.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0247.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0248,plant --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0248.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0248.ply,physically_invalid,medium,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0249,curtain --close by--> curtain,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0249.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0249.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0250,ceiling --lower than--> blanket,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0250.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0250.ply,physically_invalid,medium,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0251,floor --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0251.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0251.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0252,clutter --close by--> toilet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0252.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0252.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0253,cabinet --lower than--> cabinet,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0253.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0253.ply,physically_invalid,medium,vertical_order_inconsistent,true,evidence_only_visual_adjudication,the subject cabinet is visibly above rather than lower than the object cabinet,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0254,commode --higher than--> shelf,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0254.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0254.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0255,ceiling --higher than--> frame,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0255.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0255.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0256,wall --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0256.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0256.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0257,plant --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0257.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0257.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0258,plant --close by--> window,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0258.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0258.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0259,ceiling --higher than--> toilet paper dispenser,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0259.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0259.ply,unobservable,low,occlusion_or_insufficient_evidence,false,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0260,floor --lower than--> bag,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0260.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0260.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0261,clutter --close by--> window,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0261.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0261.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0262,decoration --standing on--> shelf,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0262.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0262.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the decoration is separated from the shelf without visible standing contact,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0263,cleanser --close by--> washing machine,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0263.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0263.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,the cleanser-washing-machine distance is near a scale- and context-dependent boundary,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0264,picture --higher than--> heater,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0264.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0264.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0265,floor --lower than--> vase,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0265.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0265.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0266,curtain --close by--> jar,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0266.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0266.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0267,pillow --close by--> pillow,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0267.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0267.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0268,chair --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0268.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0268.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0269,box --higher than--> microwave,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0269.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0269.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0270,window --higher than--> plant,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0270.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0270.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0271,pillow --lying on--> ceiling,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0271.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0271.ply,physically_invalid,high,contact_or_support_missing,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0272,wall --higher than--> floor,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0273,lamp --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0273.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0273.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0274,wall --close by--> picture,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0274.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0274.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0275,sink --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0276,floor --close by--> toilet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0276.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0276.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0277,chair --higher than--> chair,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0278,wall --supported by--> floor,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0279,kitchen cabinet --standing on--> wall,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0280,clutter --supported by--> wall,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0281,item --lower than--> floor,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.ply,physically_invalid,medium,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0282,clothes dryer --standing on--> shelf,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the clothes dryer lacks visible standing contact with the shelf,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0283,wall --supported by--> pillow,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0283.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0283.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the wall is separated from and not supported by the pillow,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0284,chair --supported by--> plant,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0284.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0284.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0285,wall --close by--> floor,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0286,stove --lying on--> oven,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0287,book --lower than--> cabinet,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0287.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0287.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0288,couch --lower than--> floor,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.ply,physically_invalid,medium,vertical_order_inconsistent,true,evidence_only_visual_adjudication,the couch is visibly above rather than lower than the floor,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0289,shelf --higher than--> folder,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0290,fireplace --supported by--> wall,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0290.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0290.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0291,bag --close by--> side table,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0292,side table --close by--> stool,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0293,cupboard --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0294,wall --close by--> decoration,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.ply,unobservable,low,occlusion_or_insufficient_evidence,false,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0295,ceiling --higher than--> object,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0296,lamp --close by--> sink,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0297,floor --standing on--> shower curtain,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the floor lies below the shower curtain and does not stand on it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0298,trash can --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.ply,physically_valid,medium,geometry_supports_relation,true,evidence_only_visual_adjudication,the trash can has a clear upright floor-support configuration,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0299,cupboard --close by--> floor,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0299.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0299.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0300,shelf --lower than--> laundry basket,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0301,floor --higher than--> doorframe,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0301.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0301.ply,physically_invalid,medium,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0302,chair --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0302.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0302.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0303,plant --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0303.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0303.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0304,toilet --close by--> bath cabinet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0304.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0304.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0305,object --lower than--> sink,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0305.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0305.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0306,wall --close by--> floor,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0306.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0306.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0307,trash can --close by--> floor,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0307.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0307.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
