audit_id,relation,predicate_label,predicate_family,geometry_projection_path,rgb_pair_crop_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,notes,reviewer_id,reviewed_at
PV-0271,pillow --lying on--> ceiling,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0271.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0271.ply,physically_invalid,high,lying_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=-1.1016;bbox_gap_norm=1.0140;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=None;surface_p02_norm=1.0756;surface_p10_norm=1.1082;subject_vertical_aspect=0.4444;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.863275+00:00
PV-0272,wall --higher than--> floor,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.png,local_dataset/qwen_vl_crops/full_validation/4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_3/9_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.3463;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.8837;support_gap_norm=-0.0114;surface_p02_norm=0.0071;surface_p10_norm=0.0291;subject_vertical_aspect=1.5101;local_object_points=1144,codex_blinded_rereview_v2,2026-07-10T07:14:52.869551+00:00
PV-0273,lamp --standing on--> floor,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0273.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_1/11_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0273.ply,physically_valid,high,contact_with_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=-0.0270;bbox_gap_norm=0.0414;xy_bbox_gap_norm=0.0414;xy_overlap_ratio=0.0000;support_gap_norm=-0.0498;surface_p02_norm=0.0198;surface_p10_norm=0.0417;subject_vertical_aspect=0.6026;local_object_points=32,codex_blinded_rereview_v2,2026-07-10T07:14:52.872216+00:00
PV-0274,wall --close by--> picture,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0274.png,local_dataset/qwen_vl_crops/full_validation/f2c76fe9-2239-29d0-87ec-f2c7ced812c1_1/2_25/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0274.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=-0.0006;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.5433;surface_p02_norm=0.0022;surface_p10_norm=0.0109;subject_vertical_aspect=0.5729;local_object_points=874,codex_blinded_rereview_v2,2026-07-10T07:14:52.878612+00:00
PV-0275,sink --lower than--> wall,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.4567;bbox_gap_norm=0.0318;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.0345;support_gap_norm=None;surface_p02_norm=0.0247;surface_p10_norm=0.0598;subject_vertical_aspect=1.0098;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.882120+00:00
PV-0276,floor --close by--> toilet,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0276.png,local_dataset/qwen_vl_crops/full_validation/422885c5-192d-25fc-85e6-12a3d65c8e7b_1/1_8/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0276.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=-0.2195;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.8556;support_gap_norm=-0.6006;surface_p02_norm=0.0165;surface_p10_norm=0.0529;subject_vertical_aspect=0.0818;local_object_points=1224,codex_blinded_rereview_v2,2026-07-10T07:14:52.887992+00:00
PV-0277,chair --higher than--> chair,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.ply,ambiguous,low,near_tied_vertical_extent,True,codex_blinded_rereview_v2:center_dz_norm=0.0486;bbox_gap_norm=1.6716;xy_bbox_gap_norm=1.6716;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.8132;surface_p10_norm=1.8489;subject_vertical_aspect=1.3966;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.889840+00:00
PV-0278,wall --supported by--> floor,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.ply,physically_valid,high,direct_support_contact,True,codex_blinded_rereview_v2:center_dz_norm=0.4794;bbox_gap_norm=0.0621;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.4257;support_gap_norm=0.0625;surface_p02_norm=0.0840;surface_p10_norm=0.2322;subject_vertical_aspect=1.1003;local_object_points=315,codex_blinded_rereview_v2,2026-07-10T07:14:52.896582+00:00
PV-0279,kitchen cabinet --standing on--> wall,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.png,local_dataset/qwen_vl_crops/full_validation/7747a510-9431-24e8-8705-907ee78be2a2_5/15_16/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.ply,ambiguous,low,standing_pose_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=0.0999;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.9236;support_gap_norm=-0.0425;surface_p02_norm=0.0099;surface_p10_norm=0.0249;subject_vertical_aspect=0.2341;local_object_points=1507,codex_blinded_rereview_v2,2026-07-10T07:14:52.903229+00:00
PV-0280,clutter --supported by--> wall,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.png,local_dataset/qwen_vl_crops/full_validation/38770ca3-86d7-27b8-85a7-7d840ffdec6a_3/54_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.6418;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.4726;support_gap_norm=-1.3472;surface_p02_norm=0.0000;surface_p10_norm=0.0456;subject_vertical_aspect=0.4774;local_object_points=177,codex_blinded_rereview_v2,2026-07-10T07:14:52.907247+00:00
PV-0281,item --lower than--> floor,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.png,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_2/44_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.ply,physically_invalid,medium,moderate_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.2669;bbox_gap_norm=0.2031;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.8912;support_gap_norm=0.2121;surface_p02_norm=0.2322;surface_p10_norm=0.2458;subject_vertical_aspect=0.5758;local_object_points=28,codex_blinded_rereview_v2,2026-07-10T07:14:52.909807+00:00
PV-0282,clothes dryer --standing on--> shelf,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.png,local_dataset/qwen_vl_crops/full_validation/1d233fe8-e280-2b1a-8fac-c3646a1cd64a_2/13_19/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.ply,ambiguous,low,standing_pose_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.6510;bbox_gap_norm=0.3162;xy_bbox_gap_norm=0.2557;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.3726;surface_p10_norm=0.4418;subject_vertical_aspect=1.6752;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.913353+00:00
PV-0283,wall --supported by--> pillow,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0283.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0283.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=0.2926;bbox_gap_norm=0.0780;xy_bbox_gap_norm=0.0780;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.1089;surface_p10_norm=0.1326;subject_vertical_aspect=0.7823;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.917649+00:00
PV-0284,chair --supported by--> plant,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0284.png,local_dataset/qwen_vl_crops/full_validation/280d8ebb-6cc6-2788-9153-98959a2da801_1/15_49/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0284.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.3205;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.8945;support_gap_norm=-0.8676;surface_p02_norm=0.0000;surface_p10_norm=0.0319;subject_vertical_aspect=1.5932;local_object_points=767,codex_blinded_rereview_v2,2026-07-10T07:14:52.923607+00:00
PV-0285,wall --close by--> floor,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.png,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_1/12_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.2602;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.5906;support_gap_norm=-0.0039;surface_p02_norm=0.0205;surface_p10_norm=0.0689;subject_vertical_aspect=0.8104;local_object_points=202,codex_blinded_rereview_v2,2026-07-10T07:14:52.930618+00:00
PV-0286,stove --lying on--> oven,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.png,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_4/47_12/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.ply,physically_valid,medium,plausible_contact_with_flat_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.3752;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.5991;support_gap_norm=-0.1714;surface_p02_norm=0.0511;surface_p10_norm=0.1088;subject_vertical_aspect=0.4139;local_object_points=921,codex_blinded_rereview_v2,2026-07-10T07:14:52.937104+00:00
PV-0287,book --lower than--> cabinet,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0287.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0287.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.8231;bbox_gap_norm=3.9439;xy_bbox_gap_norm=3.9228;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=4.0581;surface_p10_norm=4.1057;subject_vertical_aspect=0.2628;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.937959+00:00
PV-0288,couch --lower than--> floor,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.png,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_3/30_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.ply,ambiguous,low,near_tied_vertical_extent,True,codex_blinded_rereview_v2:center_dz_norm=0.0710;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.4947;support_gap_norm=-0.0090;surface_p02_norm=0.0126;surface_p10_norm=0.0302;subject_vertical_aspect=0.1948;local_object_points=394,codex_blinded_rereview_v2,2026-07-10T07:14:52.945239+00:00
PV-0289,shelf --higher than--> folder,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.png,local_dataset/qwen_vl_crops/full_validation/0cac761b-8d6f-2d13-8f16-23a7d73c54fe_1/4_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.6602;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.9788;support_gap_norm=-1.3842;surface_p02_norm=0.0177;surface_p10_norm=0.0522;subject_vertical_aspect=1.8543;local_object_points=386,codex_blinded_rereview_v2,2026-07-10T07:14:52.950749+00:00
PV-0290,fireplace --supported by--> wall,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0290.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0290.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.3489;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.9142;support_gap_norm=-1.0931;surface_p02_norm=0.0047;surface_p10_norm=0.0253;subject_vertical_aspect=1.1174;local_object_points=1239,codex_blinded_rereview_v2,2026-07-10T07:14:52.957542+00:00
PV-0291,bag --close by--> side table,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=-0.0825;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.6400;support_gap_norm=-0.4181;surface_p02_norm=0.0729;surface_p10_norm=0.1438;subject_vertical_aspect=1.4662;local_object_points=90,codex_blinded_rereview_v2,2026-07-10T07:14:52.958940+00:00
PV-0292,side table --close by--> stool,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.ply,physically_invalid,high,large_relative_separation,True,codex_blinded_rereview_v2:center_dz_norm=-0.1022;bbox_gap_norm=4.4049;xy_bbox_gap_norm=4.4049;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=4.6059;surface_p10_norm=4.6292;subject_vertical_aspect=0.8045;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.964731+00:00
PV-0293,cupboard --close by--> wall,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.png,local_dataset/qwen_vl_crops/full_validation/20c993b3-698f-29c5-859c-dca8ddecf220_1/5_11/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=-0.5148;bbox_gap_norm=0.0423;xy_bbox_gap_norm=0.0296;xy_overlap_ratio=0.0000;support_gap_norm=-0.9950;surface_p02_norm=0.0752;surface_p10_norm=0.1421;subject_vertical_aspect=1.6004;local_object_points=324,codex_blinded_rereview_v2,2026-07-10T07:14:52.970756+00:00
PV-0294,wall --close by--> decoration,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.ply,unobservable,low,insufficient_pair_geometry,False,codex_blinded_rereview_v2:center_dz_norm=None;bbox_gap_norm=None;xy_bbox_gap_norm=None;xy_overlap_ratio=None;support_gap_norm=None;surface_p02_norm=None;surface_p10_norm=None;subject_vertical_aspect=None;local_object_points=None,codex_blinded_rereview_v2,2026-07-10T07:14:52.971022+00:00
PV-0295,ceiling --higher than--> object,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.5146;bbox_gap_norm=0.4741;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=0.4741;surface_p02_norm=0.4898;surface_p10_norm=0.4963;subject_vertical_aspect=0.0283;local_object_points=320,codex_blinded_rereview_v2,2026-07-10T07:14:52.975483+00:00
PV-0296,lamp --close by--> sink,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.ply,physically_invalid,high,large_relative_separation,True,codex_blinded_rereview_v2:center_dz_norm=4.6239;bbox_gap_norm=4.3944;xy_bbox_gap_norm=0.7701;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=4.6586;surface_p10_norm=4.6777;subject_vertical_aspect=0.4486;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.976005+00:00
PV-0297,floor --standing on--> shower curtain,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.png,local_dataset/qwen_vl_crops/full_validation/c7895f7c-339c-2d13-819f-3bb0b26c91f6_4/1_27/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.ply,ambiguous,low,standing_pose_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.2122;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.7738;surface_p02_norm=0.0100;surface_p10_norm=0.0417;subject_vertical_aspect=0.0653;local_object_points=1800,codex_blinded_rereview_v2,2026-07-10T07:14:52.982736+00:00
PV-0298,trash can --standing on--> floor,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.png,local_dataset/qwen_vl_crops/full_validation/4fbad31e-465b-2a5d-84b7-c0ddea978db4_6/25_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.ply,physically_valid,high,contact_with_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.0332;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.3608;support_gap_norm=-0.0274;surface_p02_norm=0.0184;surface_p10_norm=0.0380;subject_vertical_aspect=0.7395;local_object_points=18,codex_blinded_rereview_v2,2026-07-10T07:14:52.986218+00:00
PV-0299,cupboard --close by--> floor,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0299.png,local_dataset/qwen_vl_crops/full_validation/4fbad32f-465b-2a5d-8408-146ab1d72808_5/7_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0299.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.3127;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.2372;support_gap_norm=-0.0092;surface_p02_norm=0.0234;surface_p10_norm=0.0698;subject_vertical_aspect=1.0790;local_object_points=142,codex_blinded_rereview_v2,2026-07-10T07:14:52.993035+00:00
PV-0300,shelf --lower than--> laundry basket,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=1.9299;bbox_gap_norm=2.9944;xy_bbox_gap_norm=2.4523;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=3.3939;surface_p10_norm=3.4358;subject_vertical_aspect=0.3438;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.995570+00:00
PV-0301,floor --higher than--> doorframe,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0301.png,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_8/1_64/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0301.ply,physically_invalid,medium,moderate_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.2907;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.9942;support_gap_norm=-0.4939;surface_p02_norm=0.0403;surface_p10_norm=0.1293;subject_vertical_aspect=0.0679;local_object_points=1180,codex_blinded_rereview_v2,2026-07-10T07:14:53.001962+00:00
PV-0302,chair --standing on--> floor,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0302.png,local_dataset/qwen_vl_crops/full_validation/c2d99341-1947-2fbf-817a-5aa9b44f724f_1/23_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0302.ply,physically_valid,high,contact_with_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.1963;bbox_gap_norm=0.0139;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.8710;support_gap_norm=0.0206;surface_p02_norm=0.0465;surface_p10_norm=0.0933;subject_vertical_aspect=1.3548;local_object_points=366,codex_blinded_rereview_v2,2026-07-10T07:14:53.008829+00:00
PV-0303,plant --lower than--> wall,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0303.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0303.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.9335;bbox_gap_norm=0.9407;xy_bbox_gap_norm=0.9075;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.2442;surface_p10_norm=1.3133;subject_vertical_aspect=0.7920;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.013893+00:00
PV-0304,toilet --close by--> bath cabinet,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0304.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0304.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=-0.5116;bbox_gap_norm=0.1052;xy_bbox_gap_norm=0.1052;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.1414;surface_p10_norm=0.1657;subject_vertical_aspect=0.9846;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.016964+00:00
PV-0305,object --lower than--> sink,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0305.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0305.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.3448;bbox_gap_norm=1.1514;xy_bbox_gap_norm=1.1514;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.4127;surface_p10_norm=1.4521;subject_vertical_aspect=1.7545;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.019482+00:00
PV-0306,wall --close by--> floor,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0306.png,local_dataset/qwen_vl_crops/full_validation/d7dc987e-a34a-2794-85c8-f75389b27532_1/4_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0306.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.3632;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.2073;support_gap_norm=-0.0025;surface_p02_norm=0.0217;surface_p10_norm=0.0973;subject_vertical_aspect=1.7703;local_object_points=120,codex_blinded_rereview_v2,2026-07-10T07:14:53.026209+00:00
PV-0307,trash can --close by--> floor,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0307.png,local_dataset/qwen_vl_crops/full_validation/ab835fae-54c6-29a1-995e-b06cfc555786_1/7_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0307.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.0936;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.0313;surface_p02_norm=0.0168;surface_p10_norm=0.0549;subject_vertical_aspect=1.1847;local_object_points=70,codex_blinded_rereview_v2,2026-07-10T07:14:53.033560+00:00
PV-0308,box --lower than--> box,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0308.png,local_dataset/qwen_vl_crops/full_validation/75c25975-9ca2-2844-9769-84677f46d4cf_2/34_35/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0308.ply,ambiguous,low,near_tied_vertical_extent,True,codex_blinded_rereview_v2:center_dz_norm=0.0000;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.3883;support_gap_norm=-0.4453;surface_p02_norm=0.0000;surface_p10_norm=0.0000;subject_vertical_aspect=0.5584;local_object_points=67,codex_blinded_rereview_v2,2026-07-10T07:14:53.034525+00:00
PV-0309,ceiling --supported by--> floor,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0309.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0309.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=0.2901;bbox_gap_norm=0.2738;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.7920;support_gap_norm=0.2737;surface_p02_norm=0.2699;surface_p10_norm=0.2810;subject_vertical_aspect=0.0137;local_object_points=1215,codex_blinded_rereview_v2,2026-07-10T07:14:53.041646+00:00
PV-0310,plate --lower than--> item,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0310.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0310.ply,physically_valid,high,clear_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.9813;bbox_gap_norm=9.6533;xy_bbox_gap_norm=9.6292;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=9.8369;surface_p10_norm=9.9236;subject_vertical_aspect=0.2306;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.042384+00:00
PV-0311,pillow --higher than--> table,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0311.png,local_dataset/qwen_vl_crops/full_validation/f2c76fe5-2239-29d0-8593-1a2555125595_2/36_31/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0311.ply,ambiguous,low,near_tied_vertical_extent,True,codex_blinded_rereview_v2:center_dz_norm=0.1037;bbox_gap_norm=0.1747;xy_bbox_gap_norm=0.1747;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.1686;surface_p10_norm=0.2125;subject_vertical_aspect=0.3243;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.045185+00:00
