audit_id,relation,predicate_family,geometry_projection_path,rgb_pair_crop_path,proxy_label,proxy_confidence,proxy_reason_code,proxy_rule,visible_geometry_cues,human_final_label,human_confidence,human_reason_code,human_notes,reviewer_id,reviewed_at
PV-0240,wall --lower than--> trash can,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0240.png,local_dataset/qwen_vl_crops/full_validation/4fbad31e-465b-2a5d-84b7-c0ddea978db4_6/3_25/pair_view_000.png,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=0.5149;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0418;subject_vertical_aspect=0.7211;local_object_points=186,,,,,,
PV-0241,floor --lower than--> pillow,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0241.png,local_dataset/qwen_vl_crops/full_validation/f2c76fe9-2239-29d0-87ec-f2c7ced812c1_1/1_37/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=-0.2642;bbox_gap_norm=0.4077;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.0476;local_object_points=0,,,,,,
PV-0242,object --higher than--> couch,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0242.png,,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=0.2078;bbox_gap_norm=0.4831;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.7152;local_object_points=0,,,,,,
PV-0243,wall --close by--> floor,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0243.png,local_dataset/qwen_vl_crops/full_validation/c7895f07-339c-2d13-8176-7418b6e8d7ce_1/3_1/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.2644;bbox_gap_norm=0.0312;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.0215;subject_vertical_aspect=0.6347;local_object_points=171,,,,,,
PV-0244,door --close by--> cabinet,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0244.png,,physically_invalid,medium,distance_inconsistent,robust_bbox_gap_norm_ge_0.65,center_dz_norm=0.2786;bbox_gap_norm=0.9514;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.1079;local_object_points=0,,,,,,
PV-0245,floor --lower than--> bath cabinet,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0245.png,local_dataset/qwen_vl_crops/full_validation/c7895f7a-339c-2d13-82ac-09ef1c9001ba_2/1_18/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=-0.4071;bbox_gap_norm=0.0568;xy_overlap_ratio=0.6710;local_vertical_gap_norm=-0.7583;subject_vertical_aspect=0.0330;local_object_points=1415,,,,,,
PV-0246,vase --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0246.png,,physically_invalid,medium,contact_or_support_missing,lying_support_separated,center_dz_norm=0.7331;bbox_gap_norm=0.6951;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.2176;local_object_points=2,,,,,,
PV-0247,wall --higher than--> wall,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0247.png,,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=0.2605;bbox_gap_norm=0.0998;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.1356;subject_vertical_aspect=0.1795;local_object_points=32,,,,,,
PV-0248,plant --higher than--> ceiling,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0248.png,,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=-0.3538;bbox_gap_norm=0.1875;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.4741;subject_vertical_aspect=4.2539;local_object_points=18,,,,,,
PV-0249,curtain --close by--> curtain,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0249.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=0.3009;bbox_gap_norm=1.3971;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.4269;local_object_points=0,,,,,,
PV-0250,ceiling --lower than--> blanket,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0250.png,,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=0.3631;bbox_gap_norm=0.3001;xy_overlap_ratio=1.0000;local_vertical_gap_norm=0.3001;subject_vertical_aspect=0.0464;local_object_points=696,,,,,,
PV-0251,floor --close by--> wall,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0251.png,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_1/1_12/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.2783;bbox_gap_norm=0.0142;xy_overlap_ratio=0.4287;local_vertical_gap_norm=-0.5224;subject_vertical_aspect=0.0117;local_object_points=1268,,,,,,
PV-0252,clutter --close by--> toilet,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0252.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b5-f771-2064-8570-dbe16cb33764_2/11_4/pair_view_000.png,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-1.2982;bbox_gap_norm=1.4552;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4710;local_object_points=0,,,,,,
PV-0253,cabinet --lower than--> cabinet,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0253.png,local_dataset/qwen_vl_crops/full_validation/10b1792a-3938-2467-8b4e-a93da27a0985_1/12_13/pair_view_000.png,ambiguous,low,vertical_order_near_tie,directed_center_height_margin_near_zero,center_dz_norm=-0.0166;bbox_gap_norm=0.0652;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.8706;subject_vertical_aspect=3.3172;local_object_points=53,,,,,,
PV-0254,commode --higher than--> shelf,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0254.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-1.0452;bbox_gap_norm=0.5557;xy_overlap_ratio=0.4461;local_vertical_gap_norm=-1.3972;subject_vertical_aspect=1.0196;local_object_points=277,,,,,,
PV-0255,ceiling --higher than--> frame,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0255.png,,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=0.2916;bbox_gap_norm=0.1368;xy_overlap_ratio=0.6826;local_vertical_gap_norm=0.1368;subject_vertical_aspect=0.0294;local_object_points=530,,,,,,
PV-0256,wall --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0256.png,local_dataset/qwen_vl_crops/full_validation/0cac75dc-8d6f-2d13-8d08-9c497bd6acdc_1/14_1/pair_view_000.png,physically_valid,high,standing_support_consistent,support_contact_plus_vertical_pose,center_dz_norm=0.2769;bbox_gap_norm=0.0001;xy_overlap_ratio=0.2875;local_vertical_gap_norm=-0.0038;subject_vertical_aspect=1.3829;local_object_points=208,,,,,,
PV-0257,plant --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0257.png,,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=0.5242;bbox_gap_norm=0.4544;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.4405;subject_vertical_aspect=0.8929;local_object_points=81,,,,,,
PV-0258,plant --close by--> window,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0258.png,local_dataset/qwen_vl_crops/full_validation/280d8ebb-6cc6-2788-9153-98959a2da801_1/48_13/pair_view_000.png,ambiguous,low,distance_context_dependent,robust_bbox_gap_norm_mid_band,center_dz_norm=-1.0704;bbox_gap_norm=0.4973;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-1.7647;subject_vertical_aspect=1.4423;local_object_points=116,,,,,,
PV-0259,ceiling --higher than--> toilet paper dispenser,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0259.png,,unobservable,low,occlusion_or_insufficient_evidence,insufficient_public_pair_points,center_dz_norm=None;bbox_gap_norm=None;xy_overlap_ratio=None;local_vertical_gap_norm=None;subject_vertical_aspect=None;local_object_points=None,,,,,,
PV-0260,floor --lower than--> bag,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0260.png,local_dataset/qwen_vl_crops/full_validation/d7d40d4e-7a5d-2b36-97e7-34324c52ac42_2/2_10/pair_view_000.png,ambiguous,low,vertical_order_near_tie,directed_center_height_margin_near_zero,center_dz_norm=-0.0257;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0986;subject_vertical_aspect=0.1041;local_object_points=593,,,,,,
PV-0261,clutter --close by--> window,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0261.png,local_dataset/qwen_vl_crops/full_validation/321c867e-a5a8-2a84-851a-818df115be05_1/12_13/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.4685;bbox_gap_norm=0.0000;xy_overlap_ratio=0.3830;local_vertical_gap_norm=-0.9156;subject_vertical_aspect=0.2242;local_object_points=981,,,,,,
PV-0262,decoration --standing on--> shelf,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0262.png,local_dataset/qwen_vl_crops/full_validation/8eabc461-5af7-2f32-8663-ce5a10fd97b3_2/63_59/pair_view_000.png,physically_invalid,medium,contact_or_support_missing,standing_support_separated,center_dz_norm=0.0834;bbox_gap_norm=0.5188;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=3.9629;local_object_points=0,,,,,,
PV-0263,cleanser --close by--> washing machine,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0263.png,local_dataset/qwen_vl_crops/full_validation/787ed58c-9d98-2c97-83b9-b48a609ace15_2/20_5/pair_view_000.png,physically_invalid,medium,distance_inconsistent,robust_bbox_gap_norm_ge_0.65,center_dz_norm=-0.6807;bbox_gap_norm=0.6834;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.2000;local_object_points=0,,,,,,
PV-0264,picture --higher than--> heater,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0264.png,local_dataset/qwen_vl_crops/full_validation/7747a510-9431-24e8-8705-907ee78be2a2_1/39_35/pair_view_000.png,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=2.4634;bbox_gap_norm=1.8540;xy_overlap_ratio=0.4587;local_vertical_gap_norm=1.8560;subject_vertical_aspect=0.9559;local_object_points=120,,,,,,
PV-0265,floor --lower than--> vase,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0265.png,local_dataset/qwen_vl_crops/full_validation/c2d99349-1947-2fbf-837e-a0bd5e027c52_2/1_14/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=-0.3467;bbox_gap_norm=0.3648;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.0317;local_object_points=0,,,,,,
PV-0266,curtain --close by--> jar,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0266.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=0.8369;bbox_gap_norm=1.3369;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=4.0389;local_object_points=0,,,,,,
PV-0267,pillow --close by--> pillow,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0267.png,,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.0405;bbox_gap_norm=0.0000;xy_overlap_ratio=0.1955;local_vertical_gap_norm=-0.2199;subject_vertical_aspect=0.4175;local_object_points=23,,,,,,
PV-0268,chair --higher than--> ceiling,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0268.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-1.0477;bbox_gap_norm=0.8531;xy_overlap_ratio=1.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.4347;local_object_points=0,,,,,,
PV-0269,box --higher than--> microwave,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0269.png,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_7/66_17/pair_view_000.png,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=1.9094;bbox_gap_norm=1.5816;xy_overlap_ratio=0.4858;local_vertical_gap_norm=1.5901;subject_vertical_aspect=0.3336;local_object_points=462,,,,,,
PV-0270,window --higher than--> plant,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0270.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-0.7091;bbox_gap_norm=0.6339;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.8257;local_object_points=0,,,,,,
PV-0271,pillow --lying on--> ceiling,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0271.png,,physically_invalid,high,contact_or_support_missing,lying_support_separated,center_dz_norm=-1.2365;bbox_gap_norm=1.1625;xy_overlap_ratio=1.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4419;local_object_points=0,,,,,,
PV-0272,wall --higher than--> floor,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.png,local_dataset/qwen_vl_crops/full_validation/4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_3/9_1/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=0.3767;bbox_gap_norm=0.0044;xy_overlap_ratio=0.8160;local_vertical_gap_norm=0.0027;subject_vertical_aspect=1.5371;local_object_points=1175,,,,,,
PV-0273,lamp --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0273.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_1/11_1/pair_view_000.png,physically_valid,medium,standing_support_consistent,support_contact_plus_vertical_pose,center_dz_norm=-0.0295;bbox_gap_norm=0.1130;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.0470;subject_vertical_aspect=0.5283;local_object_points=40,,,,,,
PV-0274,wall --close by--> picture,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0274.png,local_dataset/qwen_vl_crops/full_validation/f2c76fe9-2239-29d0-87ec-f2c7ced812c1_1/2_25/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.0007;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.4901;subject_vertical_aspect=0.5312;local_object_points=874,,,,,,
PV-0275,sink --lower than--> wall,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.png,,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=-0.5318;bbox_gap_norm=0.1107;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.9985;local_object_points=0,,,,,,
PV-0276,floor --close by--> toilet,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0276.png,local_dataset/qwen_vl_crops/full_validation/422885c5-192d-25fc-85e6-12a3d65c8e7b_1/1_8/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.2548;bbox_gap_norm=0.0000;xy_overlap_ratio=0.7183;local_vertical_gap_norm=-0.4100;subject_vertical_aspect=0.0565;local_object_points=1151,,,,,,
PV-0277,chair --higher than--> chair,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.png,,ambiguous,low,vertical_order_near_tie,directed_center_height_margin_near_zero,center_dz_norm=0.0565;bbox_gap_norm=2.2239;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.2817;local_object_points=0,,,,,,
PV-0278,wall --supported by--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.png,,physically_valid,medium,contact_or_support_consistent,local_support_surface_contact,center_dz_norm=0.5506;bbox_gap_norm=0.1639;xy_overlap_ratio=0.2753;local_vertical_gap_norm=0.1639;subject_vertical_aspect=0.9681;local_object_points=351,,,,,,
PV-0279,kitchen cabinet --standing on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.png,local_dataset/qwen_vl_crops/full_validation/7747a510-9431-24e8-8705-907ee78be2a2_5/15_16/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=0.1068;bbox_gap_norm=0.0000;xy_overlap_ratio=0.9067;local_vertical_gap_norm=-0.0273;subject_vertical_aspect=0.2151;local_object_points=1513,,,,,,
PV-0280,clutter --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.png,local_dataset/qwen_vl_crops/full_validation/38770ca3-86d7-27b8-85a7-7d840ffdec6a_3/54_10/pair_view_000.png,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=-0.6894;bbox_gap_norm=0.0000;xy_overlap_ratio=0.3431;local_vertical_gap_norm=-1.4194;subject_vertical_aspect=0.4783;local_object_points=162,,,,,,
PV-0281,item --lower than--> floor,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.png,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_2/44_1/pair_view_000.png,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=0.2916;bbox_gap_norm=0.2453;xy_overlap_ratio=0.4615;local_vertical_gap_norm=0.2444;subject_vertical_aspect=0.5296;local_object_points=38,,,,,,
PV-0282,clothes dryer --standing on--> shelf,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.png,local_dataset/qwen_vl_crops/full_validation/1d233fe8-e280-2b1a-8fac-c3646a1cd64a_2/13_19/pair_view_000.png,physically_invalid,medium,contact_or_support_missing,standing_support_separated,center_dz_norm=-0.7167;bbox_gap_norm=0.4041;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.5833;local_object_points=0,,,,,,
PV-0283,wall --supported by--> pillow,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0283.png,,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=0.3263;bbox_gap_norm=0.0970;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8816;local_object_points=1,,,,,,
PV-0284,chair --supported by--> plant,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0284.png,local_dataset/qwen_vl_crops/full_validation/280d8ebb-6cc6-2788-9153-98959a2da801_1/15_49/pair_view_000.png,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=-0.3597;bbox_gap_norm=0.0000;xy_overlap_ratio=0.8601;local_vertical_gap_norm=-0.8683;subject_vertical_aspect=1.5248;local_object_points=747,,,,,,
PV-0285,wall --close by--> floor,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.png,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_1/12_1/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.2783;bbox_gap_norm=0.0142;xy_overlap_ratio=0.4287;local_vertical_gap_norm=0.0137;subject_vertical_aspect=0.8092;local_object_points=244,,,,,,
PV-0286,stove --lying on--> oven,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.png,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_4/47_12/pair_view_000.png,physically_valid,medium,lying_support_consistent,support_contact_plus_flat_pose,center_dz_norm=0.4249;bbox_gap_norm=0.0000;xy_overlap_ratio=0.4821;local_vertical_gap_norm=-0.1020;subject_vertical_aspect=0.3989;local_object_points=716,,,,,,
PV-0287,book --lower than--> cabinet,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0287.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=0.8824;bbox_gap_norm=4.2575;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2459;local_object_points=0,,,,,,
PV-0288,couch --lower than--> floor,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.png,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_3/30_1/pair_view_000.png,ambiguous,low,vertical_order_near_tie,directed_center_height_margin_near_zero,center_dz_norm=0.0788;bbox_gap_norm=0.0045;xy_overlap_ratio=0.3855;local_vertical_gap_norm=0.0005;subject_vertical_aspect=0.1964;local_object_points=403,,,,,,
PV-0289,shelf --higher than--> folder,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.png,local_dataset/qwen_vl_crops/full_validation/0cac761b-8d6f-2d13-8f16-23a7d73c54fe_1/4_14/pair_view_000.png,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-0.7572;bbox_gap_norm=0.0000;xy_overlap_ratio=0.9937;local_vertical_gap_norm=-1.4954;subject_vertical_aspect=1.6028;local_object_points=386,,,,,,
PV-0290,fireplace --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0290.png,,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=-0.3718;bbox_gap_norm=0.0000;xy_overlap_ratio=0.8942;local_vertical_gap_norm=-1.1344;subject_vertical_aspect=1.1168;local_object_points=1483,,,,,,
PV-0291,bag --close by--> side table,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.png,,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.0900;bbox_gap_norm=0.0000;xy_overlap_ratio=0.3680;local_vertical_gap_norm=-0.4022;subject_vertical_aspect=1.3846;local_object_points=108,,,,,,
PV-0292,side table --close by--> stool,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-0.1095;bbox_gap_norm=4.7946;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8297;local_object_points=0,,,,,,
PV-0293,cupboard --close by--> wall,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.png,local_dataset/qwen_vl_crops/full_validation/20c993b3-698f-29c5-859c-dca8ddecf220_1/5_11/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.5327;bbox_gap_norm=0.0618;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-1.0246;subject_vertical_aspect=1.6020;local_object_points=394,,,,,,
PV-0294,wall --close by--> decoration,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.png,,unobservable,low,occlusion_or_insufficient_evidence,insufficient_public_pair_points,center_dz_norm=None;bbox_gap_norm=None;xy_overlap_ratio=None;local_vertical_gap_norm=None;subject_vertical_aspect=None;local_object_points=None,,,,,,
PV-0295,ceiling --higher than--> object,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.png,,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=0.5545;bbox_gap_norm=0.5203;xy_overlap_ratio=1.0000;local_vertical_gap_norm=0.5203;subject_vertical_aspect=0.0227;local_object_points=320,,,,,,
PV-0296,lamp --close by--> sink,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=5.2515;bbox_gap_norm=5.0630;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4734;local_object_points=0,,,,,,
PV-0297,floor --standing on--> shower curtain,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.png,local_dataset/qwen_vl_crops/full_validation/c7895f7c-339c-2d13-819f-3bb0b26c91f6_4/1_27/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=-0.2325;bbox_gap_norm=0.0074;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.8316;subject_vertical_aspect=0.0355;local_object_points=1800,,,,,,
PV-0298,trash can --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.png,local_dataset/qwen_vl_crops/full_validation/4fbad31e-465b-2a5d-84b7-c0ddea978db4_6/25_1/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=0.0374;bbox_gap_norm=0.0668;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.0287;subject_vertical_aspect=0.8080;local_object_points=20,,,,,,
PV-0299,cupboard --close by--> floor,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0299.png,local_dataset/qwen_vl_crops/full_validation/4fbad32f-465b-2a5d-8408-146ab1d72808_5/7_1/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.3405;bbox_gap_norm=0.0045;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.0000;subject_vertical_aspect=1.1067;local_object_points=158,,,,,,
PV-0300,shelf --lower than--> laundry basket,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=2.0628;bbox_gap_norm=3.2722;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.3162;local_object_points=0,,,,,,
PV-0301,floor --higher than--> doorframe,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0301.png,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_8/1_64/pair_view_000.png,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=-0.3165;bbox_gap_norm=0.0134;xy_overlap_ratio=0.7822;local_vertical_gap_norm=-0.5277;subject_vertical_aspect=0.0431;local_object_points=1180,,,,,,
