audit_id,relation,predicate_label,predicate_family,rgb_pair_crop_path,geometry_projection_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,notes,reviewer_id,reviewed_at
PV-0265,floor --lower than--> vase,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/c2d99349-1947-2fbf-837e-a0bd5e027c52_2/1_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0265.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0265.ply,physically_valid,medium,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.18;center_dz_norm=-0.3467;bbox_gap_norm=0.3648;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.0317;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.195373+00:00
PV-0266,curtain --close by--> jar,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0266.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0266.ply,physically_invalid,high,distance_inconsistent,True,codex_blinded_proxy:robust_bbox_gap_norm_ge_1.00;center_dz_norm=0.8369;bbox_gap_norm=1.3369;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=4.0389;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.195840+00:00
PV-0267,pillow --close by--> pillow,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0267.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0267.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=0.0405;bbox_gap_norm=0.0000;xy_overlap_ratio=0.1955;local_vertical_gap_norm=-0.2199;subject_vertical_aspect=0.4175;local_object_points=23,codex_blinded_proxy_v1,2026-07-10T06:52:59.196276+00:00
PV-0268,chair --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0268.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0268.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=-1.0477;bbox_gap_norm=0.8531;xy_overlap_ratio=1.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.4347;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.198203+00:00
PV-0269,box --higher than--> microwave,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_7/66_17/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0269.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0269.ply,physically_valid,high,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.50;center_dz_norm=1.9094;bbox_gap_norm=1.5816;xy_overlap_ratio=0.4858;local_vertical_gap_norm=1.5901;subject_vertical_aspect=0.3336;local_object_points=462,codex_blinded_proxy_v1,2026-07-10T06:52:59.199192+00:00
PV-0270,window --higher than--> plant,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0270.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0270.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=-0.7091;bbox_gap_norm=0.6339;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.8257;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.201355+00:00
PV-0271,pillow --lying on--> ceiling,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0271.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0271.ply,physically_invalid,high,contact_or_support_missing,True,codex_blinded_proxy:lying_support_separated;center_dz_norm=-1.2365;bbox_gap_norm=1.1625;xy_overlap_ratio=1.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4419;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.202997+00:00
PV-0272,wall --higher than--> floor,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_3/9_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.ply,physically_valid,medium,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.18;center_dz_norm=0.3767;bbox_gap_norm=0.0044;xy_overlap_ratio=0.8160;local_vertical_gap_norm=0.0027;subject_vertical_aspect=1.5371;local_object_points=1175,codex_blinded_proxy_v1,2026-07-10T06:52:59.205145+00:00
PV-0273,lamp --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_1/11_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0273.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0273.ply,physically_valid,medium,standing_support_consistent,True,codex_blinded_proxy:support_contact_plus_vertical_pose;center_dz_norm=-0.0295;bbox_gap_norm=0.1130;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.0470;subject_vertical_aspect=0.5283;local_object_points=40,codex_blinded_proxy_v1,2026-07-10T06:52:59.206753+00:00
PV-0274,wall --close by--> picture,close by,proximity,local_dataset/qwen_vl_crops/full_validation/f2c76fe9-2239-29d0-87ec-f2c7ced812c1_1/2_25/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0274.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0274.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=-0.0007;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.4901;subject_vertical_aspect=0.5312;local_object_points=874,codex_blinded_proxy_v1,2026-07-10T06:52:59.208846+00:00
PV-0275,sink --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.ply,physically_valid,high,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.50;center_dz_norm=-0.5318;bbox_gap_norm=0.1107;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.9985;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.209710+00:00
PV-0276,floor --close by--> toilet,close by,proximity,local_dataset/qwen_vl_crops/full_validation/422885c5-192d-25fc-85e6-12a3d65c8e7b_1/1_8/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0276.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0276.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=-0.2548;bbox_gap_norm=0.0000;xy_overlap_ratio=0.7183;local_vertical_gap_norm=-0.4100;subject_vertical_aspect=0.0565;local_object_points=1151,codex_blinded_proxy_v1,2026-07-10T06:52:59.211350+00:00
PV-0277,chair --higher than--> chair,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.ply,ambiguous,low,vertical_order_near_tie,True,codex_blinded_proxy:directed_center_height_margin_near_zero;center_dz_norm=0.0565;bbox_gap_norm=2.2239;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.2817;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.212093+00:00
PV-0278,wall --supported by--> floor,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.ply,physically_valid,medium,contact_or_support_consistent,True,codex_blinded_proxy:local_support_surface_contact;center_dz_norm=0.5506;bbox_gap_norm=0.1639;xy_overlap_ratio=0.2753;local_vertical_gap_norm=0.1639;subject_vertical_aspect=0.9681;local_object_points=351,codex_blinded_proxy_v1,2026-07-10T06:52:59.214597+00:00
PV-0279,kitchen cabinet --standing on--> wall,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/7747a510-9431-24e8-8705-907ee78be2a2_5/15_16/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:standing_contact_or_pose_uncertain;center_dz_norm=0.1068;bbox_gap_norm=0.0000;xy_overlap_ratio=0.9067;local_vertical_gap_norm=-0.0273;subject_vertical_aspect=0.2151;local_object_points=1513,codex_blinded_proxy_v1,2026-07-10T06:52:59.217032+00:00
PV-0280,clutter --supported by--> wall,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/38770ca3-86d7-27b8-85a7-7d840ffdec6a_3/54_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:contact_band_or_footprint_uncertain;center_dz_norm=-0.6894;bbox_gap_norm=0.0000;xy_overlap_ratio=0.3431;local_vertical_gap_norm=-1.4194;subject_vertical_aspect=0.4783;local_object_points=162,codex_blinded_proxy_v1,2026-07-10T06:52:59.218235+00:00
PV-0281,item --lower than--> floor,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_2/44_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.ply,physically_invalid,medium,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.12;center_dz_norm=0.2916;bbox_gap_norm=0.2453;xy_overlap_ratio=0.4615;local_vertical_gap_norm=0.2444;subject_vertical_aspect=0.5296;local_object_points=38,codex_blinded_proxy_v1,2026-07-10T06:52:59.219765+00:00
PV-0282,clothes dryer --standing on--> shelf,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/1d233fe8-e280-2b1a-8fac-c3646a1cd64a_2/13_19/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.ply,physically_invalid,medium,contact_or_support_missing,True,codex_blinded_proxy:standing_support_separated;center_dz_norm=-0.7167;bbox_gap_norm=0.4041;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.5833;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.220872+00:00
PV-0283,wall --supported by--> pillow,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0283.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0283.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:contact_band_or_footprint_uncertain;center_dz_norm=0.3263;bbox_gap_norm=0.0970;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8816;local_object_points=1,codex_blinded_proxy_v1,2026-07-10T06:52:59.222203+00:00
PV-0284,chair --supported by--> plant,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/280d8ebb-6cc6-2788-9153-98959a2da801_1/15_49/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0284.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0284.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:contact_band_or_footprint_uncertain;center_dz_norm=-0.3597;bbox_gap_norm=0.0000;xy_overlap_ratio=0.8601;local_vertical_gap_norm=-0.8683;subject_vertical_aspect=1.5248;local_object_points=747,codex_blinded_proxy_v1,2026-07-10T06:52:59.223744+00:00
PV-0285,wall --close by--> floor,close by,proximity,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_1/12_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=0.2783;bbox_gap_norm=0.0142;xy_overlap_ratio=0.4287;local_vertical_gap_norm=0.0137;subject_vertical_aspect=0.8092;local_object_points=244,codex_blinded_proxy_v1,2026-07-10T06:52:59.226261+00:00
PV-0286,stove --lying on--> oven,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_4/47_12/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.ply,physically_valid,medium,lying_support_consistent,True,codex_blinded_proxy:support_contact_plus_flat_pose;center_dz_norm=0.4249;bbox_gap_norm=0.0000;xy_overlap_ratio=0.4821;local_vertical_gap_norm=-0.1020;subject_vertical_aspect=0.3989;local_object_points=716,codex_blinded_proxy_v1,2026-07-10T06:52:59.228456+00:00
PV-0287,book --lower than--> cabinet,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0287.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0287.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=0.8824;bbox_gap_norm=4.2575;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2459;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.228867+00:00
PV-0288,couch --lower than--> floor,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_3/30_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.ply,ambiguous,low,vertical_order_near_tie,True,codex_blinded_proxy:directed_center_height_margin_near_zero;center_dz_norm=0.0788;bbox_gap_norm=0.0045;xy_overlap_ratio=0.3855;local_vertical_gap_norm=0.0005;subject_vertical_aspect=0.1964;local_object_points=403,codex_blinded_proxy_v1,2026-07-10T06:52:59.231265+00:00
PV-0289,shelf --higher than--> folder,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/0cac761b-8d6f-2d13-8f16-23a7d73c54fe_1/4_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=-0.7572;bbox_gap_norm=0.0000;xy_overlap_ratio=0.9937;local_vertical_gap_norm=-1.4954;subject_vertical_aspect=1.6028;local_object_points=386,codex_blinded_proxy_v1,2026-07-10T06:52:59.232952+00:00
PV-0290,fireplace --supported by--> wall,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0290.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0290.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:contact_band_or_footprint_uncertain;center_dz_norm=-0.3718;bbox_gap_norm=0.0000;xy_overlap_ratio=0.8942;local_vertical_gap_norm=-1.1344;subject_vertical_aspect=1.1168;local_object_points=1483,codex_blinded_proxy_v1,2026-07-10T06:52:59.235129+00:00
PV-0291,bag --close by--> side table,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=-0.0900;bbox_gap_norm=0.0000;xy_overlap_ratio=0.3680;local_vertical_gap_norm=-0.4022;subject_vertical_aspect=1.3846;local_object_points=108,codex_blinded_proxy_v1,2026-07-10T06:52:59.236178+00:00
PV-0292,side table --close by--> stool,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.ply,physically_invalid,high,distance_inconsistent,True,codex_blinded_proxy:robust_bbox_gap_norm_ge_1.00;center_dz_norm=-0.1095;bbox_gap_norm=4.7946;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8297;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.237466+00:00
PV-0293,cupboard --close by--> wall,close by,proximity,local_dataset/qwen_vl_crops/full_validation/20c993b3-698f-29c5-859c-dca8ddecf220_1/5_11/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=-0.5327;bbox_gap_norm=0.0618;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-1.0246;subject_vertical_aspect=1.6020;local_object_points=394,codex_blinded_proxy_v1,2026-07-10T06:52:59.239222+00:00
PV-0294,wall --close by--> decoration,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.ply,unobservable,low,occlusion_or_insufficient_evidence,False,codex_blinded_proxy:insufficient_public_pair_points;center_dz_norm=None;bbox_gap_norm=None;xy_overlap_ratio=None;local_vertical_gap_norm=None;subject_vertical_aspect=None;local_object_points=None,codex_blinded_proxy_v1,2026-07-10T06:52:59.239546+00:00
PV-0295,ceiling --higher than--> object,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.ply,physically_valid,high,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.50;center_dz_norm=0.5545;bbox_gap_norm=0.5203;xy_overlap_ratio=1.0000;local_vertical_gap_norm=0.5203;subject_vertical_aspect=0.0227;local_object_points=320,codex_blinded_proxy_v1,2026-07-10T06:52:59.241187+00:00
PV-0296,lamp --close by--> sink,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.ply,physically_invalid,high,distance_inconsistent,True,codex_blinded_proxy:robust_bbox_gap_norm_ge_1.00;center_dz_norm=5.2515;bbox_gap_norm=5.0630;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4734;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.241590+00:00
PV-0297,floor --standing on--> shower curtain,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/c7895f7c-339c-2d13-819f-3bb0b26c91f6_4/1_27/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:standing_contact_or_pose_uncertain;center_dz_norm=-0.2325;bbox_gap_norm=0.0074;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.8316;subject_vertical_aspect=0.0355;local_object_points=1800,codex_blinded_proxy_v1,2026-07-10T06:52:59.243865+00:00
PV-0298,trash can --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/4fbad31e-465b-2a5d-84b7-c0ddea978db4_6/25_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:standing_contact_or_pose_uncertain;center_dz_norm=0.0374;bbox_gap_norm=0.0668;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.0287;subject_vertical_aspect=0.8080;local_object_points=20,codex_blinded_proxy_v1,2026-07-10T06:52:59.245449+00:00
PV-0299,cupboard --close by--> floor,close by,proximity,local_dataset/qwen_vl_crops/full_validation/4fbad32f-465b-2a5d-8408-146ab1d72808_5/7_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0299.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0299.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=0.3405;bbox_gap_norm=0.0045;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.0000;subject_vertical_aspect=1.1067;local_object_points=158,codex_blinded_proxy_v1,2026-07-10T06:52:59.247685+00:00
PV-0300,shelf --lower than--> laundry basket,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=2.0628;bbox_gap_norm=3.2722;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.3162;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.248402+00:00
PV-0301,floor --higher than--> doorframe,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_8/1_64/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0301.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0301.ply,physically_invalid,medium,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.12;center_dz_norm=-0.3165;bbox_gap_norm=0.0134;xy_overlap_ratio=0.7822;local_vertical_gap_norm=-0.5277;subject_vertical_aspect=0.0431;local_object_points=1180,codex_blinded_proxy_v1,2026-07-10T06:52:59.250532+00:00
PV-0302,chair --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/c2d99341-1947-2fbf-817a-5aa9b44f724f_1/23_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0302.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0302.ply,physically_valid,high,standing_support_consistent,True,codex_blinded_proxy:support_contact_plus_vertical_pose;center_dz_norm=0.2270;bbox_gap_norm=0.0353;xy_overlap_ratio=0.6742;local_vertical_gap_norm=0.0441;subject_vertical_aspect=1.5782;local_object_points=356,codex_blinded_proxy_v1,2026-07-10T06:52:59.252924+00:00
PV-0303,plant --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0303.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0303.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=0.9985;bbox_gap_norm=1.0902;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8209;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.254218+00:00
PV-0304,toilet --close by--> bath cabinet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0304.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0304.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=-0.5306;bbox_gap_norm=0.1205;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.9573;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.254961+00:00
PV-0305,object --lower than--> sink,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0305.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0305.ply,physically_valid,medium,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.18;center_dz_norm=-0.4052;bbox_gap_norm=1.4465;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.6985;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.256428+00:00
PV-0306,wall --close by--> floor,close by,proximity,local_dataset/qwen_vl_crops/full_validation/d7dc987e-a34a-2794-85c8-f75389b27532_1/4_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0306.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0306.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=0.3875;bbox_gap_norm=0.0252;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.0224;subject_vertical_aspect=1.7458;local_object_points=153,codex_blinded_proxy_v1,2026-07-10T06:52:59.258722+00:00
PV-0307,trash can --close by--> floor,close by,proximity,local_dataset/qwen_vl_crops/full_validation/ab835fae-54c6-29a1-995e-b06cfc555786_1/7_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0307.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0307.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=0.1075;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0143;subject_vertical_aspect=1.1649;local_object_points=86,codex_blinded_proxy_v1,2026-07-10T06:52:59.262878+00:00
PV-0308,box --lower than--> box,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/75c25975-9ca2-2844-9769-84677f46d4cf_2/34_35/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0308.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0308.ply,ambiguous,low,vertical_order_near_tie,True,codex_blinded_proxy:directed_center_height_margin_near_zero;center_dz_norm=0.0000;bbox_gap_norm=0.0000;xy_overlap_ratio=0.1657;local_vertical_gap_norm=-0.4416;subject_vertical_aspect=0.6878;local_object_points=57,codex_blinded_proxy_v1,2026-07-10T06:52:59.263443+00:00
PV-0309,ceiling --supported by--> floor,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0309.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0309.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:contact_band_or_footprint_uncertain;center_dz_norm=0.3310;bbox_gap_norm=0.3200;xy_overlap_ratio=0.7092;local_vertical_gap_norm=0.3200;subject_vertical_aspect=0.0099;local_object_points=1204,codex_blinded_proxy_v1,2026-07-10T06:52:59.265996+00:00
PV-0310,plate --lower than--> item,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0310.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0310.ply,physically_valid,high,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.50;center_dz_norm=-1.0771;bbox_gap_norm=10.6610;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2599;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.266451+00:00
