audit_id,relation,predicate_label,predicate_family,rgb_pair_crop_path,geometry_projection_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,notes,reviewer_id,reviewed_at
PV-0332,cushion --close by--> armchair,close by,proximity,local_dataset/qwen_vl_crops/full_validation/095821f9-e2c2-2de1-9707-8f735cd1c148_1/10_4/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0332.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0332.ply,,,,,,,
PV-0324,plant --higher than--> floor,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/6bde6083-9162-246f-8c9c-e170212059b2_2/7_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0324.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0324.ply,,,,,,,
PV-0001,vase --standing on--> ceiling,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/7747a50c-9431-24e8-877d-e60c3a341cc2_1/70_29/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0001.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0001.ply,,,,,,,
PV-0415,lamp --lying on--> wall,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_3/20_5/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0415.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0415.ply,,,,,,,
PV-0282,clothes dryer --standing on--> shelf,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/1d233fe8-e280-2b1a-8fac-c3646a1cd64a_2/13_19/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.ply,,,,,,,
PV-0445,pillow --lower than--> picture,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0445.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0445.ply,,,,,,,
PV-0207,clothes --lying on--> trash can,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/4fbad31e-465b-2a5d-84b7-c0ddea978db4_6/53_24/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0207.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0207.ply,,,,,,,
PV-0120,heater --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0120.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0120.ply,,,,,,,
PV-0417,bin --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0417.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0417.ply,,,,,,,
PV-0255,ceiling --higher than--> frame,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0255.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0255.ply,,,,,,,
PV-0150,kitchen cabinet --higher than--> commode,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0150.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0150.ply,,,,,,,
PV-0060,stand --lower than--> pc,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0060.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0060.ply,,,,,,,
PV-0342,wall --close by--> chair,close by,proximity,local_dataset/qwen_vl_crops/full_validation/c2d99341-1947-2fbf-817a-5aa9b44f724f_1/5_23/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0342.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0342.ply,,,,,,,
PV-0430,chair --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/9766cbf5-6321-2e2f-8131-78c4e204635d_4/31_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0430.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0430.ply,,,,,,,
PV-0426,menu --standing on--> table,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/0cac7540-8d6f-2d13-8eee-36ba2a428e3f_2/27_6/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0426.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0426.ply,,,,,,,
PV-0455,couch --higher than--> cushion,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/c7895f2b-339c-2d13-8248-b0507e050314_1/25_30/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0455.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0455.ply,,,,,,,
PV-0436,floor --lying on--> blanket,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/742e8f15-be0a-294e-9ebb-6c72dbcb9662_1/1_26/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0436.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0436.ply,,,,,,,
PV-0473,wall --close by--> pillow,close by,proximity,local_dataset/qwen_vl_crops/full_validation/75c25975-9ca2-2844-9769-84677f46d4cf_3/2_26/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0473.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0473.ply,,,,,,,
PV-0100,trashcan --close by--> door,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0100.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0100.ply,,,,,,,
PV-0130,ceiling --supported by--> wall,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/10b17940-3938-2467-8a7a-958300ba83d3_2/6_9/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0130.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0130.ply,,,,,,,
PV-0063,player --lower than--> windowsill,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0063.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0063.ply,,,,,,,
PV-0126,clutter --higher than--> wall,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/321c867e-a5a8-2a84-851a-818df115be05_2/11_3/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0126.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0126.ply,,,,,,,
PV-0431,radiator --lower than--> bag,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0431.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0431.ply,,,,,,,
PV-0470,blanket --lower than--> table,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0470.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0470.ply,,,,,,,
PV-0383,toilet paper dispenser --lower than--> ceiling,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0383.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0383.ply,,,,,,,
PV-0198,wall --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/43b8cadf-6678-2e38-9920-064144c99406_3/22_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0198.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0198.ply,,,,,,,
PV-0277,chair --higher than--> chair,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.ply,,,,,,,
PV-0366,clothes --close by--> suitcase,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0366.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0366.ply,,,,,,,
PV-0011,item --higher than--> kitchen appliance,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0011.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0011.ply,,,,,,,
PV-0253,cabinet --lower than--> cabinet,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/10b1792a-3938-2467-8b4e-a93da27a0985_1/12_13/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0253.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0253.ply,,,,,,,
PV-0281,item --lower than--> floor,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_2/44_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0281.ply,,,,,,,
PV-0352,folder --close by--> box,close by,proximity,local_dataset/qwen_vl_crops/full_validation/4fbad331-465b-2a5d-8488-852fcda9513c_3/50_39/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0352.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0352.ply,,,,,,,
PV-0446,plant --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/8eabc455-5af7-2f32-8606-a0bdbe6c537d_3/37_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0446.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0446.ply,,,,,,,
PV-0082,curtain --lying on--> wall,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_1/14_12/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0082.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0082.ply,,,,,,,
PV-0232,plant --close by--> shelf,close by,proximity,local_dataset/qwen_vl_crops/full_validation/20c993b7-698f-29c5-847d-c8cb8a685f5a_1/17_6/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0232.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0232.ply,,,,,,,
PV-0266,curtain --close by--> jar,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0266.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0266.ply,,,,,,,
PV-0221,table --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0221.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0221.ply,,,,,,,
PV-0077,toilet --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0077.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0077.ply,,,,,,,
PV-0313,washing machine --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0313.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0313.ply,,,,,,,
PV-0071,cabinet --close by--> chair,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0071.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0071.ply,,,,,,,
PV-0210,floor --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0210.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0210.ply,,,,,,,
PV-0018,plant --supported by--> floor,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/4fbad32f-465b-2a5d-8408-146ab1d72808_1/28_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0018.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0018.ply,,,,,,,
PV-0085,pillow --standing on--> pillow,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/f2c76fe7-2239-29d0-84f5-144c30fd7451_1/32_38/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0085.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0085.ply,,,,,,,
PV-0327,floor --lower than--> table lamp,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0327.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0327.ply,,,,,,,
PV-0068,curtain --close by--> lamp,close by,proximity,local_dataset/qwen_vl_crops/full_validation/b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_3/6_19/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0068.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0068.ply,,,,,,,
PV-0202,box --lower than--> box,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0202.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0202.ply,,,,,,,
PV-0294,wall --close by--> decoration,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.ply,,,,,,,
PV-0204,cupboard --lying on--> ottoman,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0204.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0204.ply,,,,,,,
PV-0110,sink --close by--> recycle bin,close by,proximity,local_dataset/qwen_vl_crops/full_validation/c92fb5b5-f771-2064-8570-dbe16cb33764_1/5_3/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0110.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0110.ply,,,,,,,
PV-0148,wall --lower than--> shoe rack,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0148.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0148.ply,,,,,,,
PV-0487,wall --higher than--> wall,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/321c8680-a5a8-2a84-85c2-816a26d59516_1/3_5/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0487.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0487.ply,,,,,,,
PV-0362,wall --close by--> wall,close by,proximity,local_dataset/qwen_vl_crops/full_validation/9766cbf5-6321-2e2f-8131-78c4e204635d_3/47_25/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0362.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0362.ply,,,,,,,
PV-0053,floor --higher than--> pillow,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/a0905fd9-66f7-2272-9dfb-0483fdcc54c7_5/1_84/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0053.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0053.ply,,,,,,,
PV-0009,vase --standing on--> ceiling,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/7747a4ec-9431-24e8-848f-897279a1e9fe_1/70_29/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0009.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0009.ply,,,,,,,
PV-0422,dining chair --supported by--> floor,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/e61b0e04-bada-2f31-82d6-72831a602ba7_6/39_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0422.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0422.ply,,,,,,,
PV-0269,box --higher than--> microwave,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_7/66_17/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0269.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0269.ply,,,,,,,
PV-0114,washing machine --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/787ed58c-9d98-2c97-83b9-b48a609ace15_1/8_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0114.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0114.ply,,,,,,,
PV-0268,chair --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0268.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0268.ply,,,,,,,
PV-0239,bedside table --supported by--> floor,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/ba6fdaac-a4c1-2dca-8380-f16765679fd7_4/29_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0239.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0239.ply,,,,,,,
PV-0414,counter --standing on--> wall,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0414.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0414.ply,,,,,,,
PV-0015,shelf --standing on--> commode,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0015.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0015.ply,,,,,,,
PV-0178,counter --standing on--> cabinet,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0178.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0178.ply,,,,,,,
PV-0044,box --standing on--> chair,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0044.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0044.ply,,,,,,,
PV-0089,doorframe --standing on--> wall,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0089.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0089.ply,,,,,,,
PV-0456,floor --close by--> bench,close by,proximity,local_dataset/qwen_vl_crops/full_validation/ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64_2/1_35/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0456.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0456.ply,,,,,,,
PV-0038,table --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/ddc7379b-765b-241a-9f45-c37e41608726_2/9_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0038.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0038.ply,,,,,,,
PV-0344,tv stand --supported by--> curtain,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/10b1792a-3938-2467-8b4e-a93da27a0985_1/8_6/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0344.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0344.ply,,,,,,,
PV-0081,shelf --higher than--> floor,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0081.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0081.ply,,,,,,,
PV-0355,cushion --standing on--> box,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/2451c048-fae8-24f6-9043-f1604dbada2c_3/56_41/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0355.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0355.ply,,,,,,,
PV-0388,plant --close by--> floor,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0388.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0388.ply,,,,,,,
PV-0393,shelf --lower than--> shelf,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/c7895f78-339c-2d13-82bb-cc990cbbc90f_2/8_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0393.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0393.ply,,,,,,,
PV-0096,floor --higher than--> sink,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/1d234024-e280-2b1a-8c28-2743fefed020_1/1_26/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0096.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0096.ply,,,,,,,
PV-0049,box --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/75c25975-9ca2-2844-9769-84677f46d4cf_2/35_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0049.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0049.ply,,,,,,,
PV-0464,dining table --close by--> table lamp,close by,proximity,local_dataset/qwen_vl_crops/full_validation/9766cbf5-6321-2e2f-8131-78c4e204635d_4/35_36/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0464.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0464.ply,,,,,,,
PV-0251,floor --close by--> wall,close by,proximity,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_1/1_12/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0251.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0251.ply,,,,,,,
PV-0316,clutter --close by--> toilet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0316.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0316.ply,,,,,,,
PV-0311,pillow --higher than--> table,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/f2c76fe5-2239-29d0-8593-1a2555125595_2/36_31/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0311.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0311.ply,,,,,,,
PV-0037,floor --higher than--> basket,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/ea318260-0a4c-2749-9389-4c16c782c4b1_1/1_81/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0037.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0037.ply,,,,,,,
PV-0199,floor --close by--> door,close by,proximity,local_dataset/qwen_vl_crops/full_validation/8eabc461-5af7-2f32-8663-ce5a10fd97b3_3/1_45/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0199.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0199.ply,,,,,,,
PV-0279,kitchen cabinet --standing on--> wall,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/7747a510-9431-24e8-8705-907ee78be2a2_5/15_16/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.ply,,,,,,,
PV-0413,desk --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/ba6fdaac-a4c1-2dca-8380-f16765679fd7_1/38_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0413.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0413.ply,,,,,,,
PV-0109,floor --lying on--> heater,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/4a9a43d2-7736-2874-874d-d0fad0570e19_8/1_24/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0109.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0109.ply,,,,,,,
PV-0472,blanket --standing on--> pillow,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0472.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0472.ply,,,,,,,
PV-0073,object --supported by--> item,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0073.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0073.ply,,,,,,,
PV-0220,cushion --close by--> cushion,close by,proximity,local_dataset/qwen_vl_crops/full_validation/c7895f27-339c-2d13-836b-c12dca280261_6/8_7/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0220.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0220.ply,,,,,,,
PV-0475,object --lying on--> box,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0475.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0475.ply,,,,,,,
PV-0246,vase --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0246.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0246.ply,,,,,,,
PV-0238,picture --higher than--> picture,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/8eabc455-5af7-2f32-8606-a0bdbe6c537d_1/12_13/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0238.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0238.ply,,,,,,,
PV-0188,door --lying on--> wall,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0188.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0188.ply,,,,,,,
PV-0329,floor --higher than--> sofa,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/4a9a43d2-7736-2874-874d-d0fad0570e19_6/1_22/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0329.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0329.ply,,,,,,,
PV-0364,light --lower than--> plant,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0364.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0364.ply,,,,,,,
PV-0437,shelf --lower than--> towel,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0437.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0437.ply,,,,,,,
PV-0322,heater --higher than--> window,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0322.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0322.ply,,,,,,,
PV-0215,lamp --lower than--> lamp,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/a0905fd9-66f7-2272-9dfb-0483fdcc54c7_2/53_52/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0215.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0215.ply,,,,,,,
PV-0023,wall --standing on--> player,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0023.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0023.ply,,,,,,,
PV-0171,cabinet --standing on--> item,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_1/9_60/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0171.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0171.ply,,,,,,,
